Hybrid,Pollen_DAP_days,Silk_DAP_days,Plant_Height_cm,Ear_Height_cm,Root_Lodging_plants,Stalk_Lodging_plants,Yield_Mg_ha,Grain_Moisture,Twt_kg_m3
GEMN-0192_PHK76_0004/LH244,69.0,70.74418604651163,247.63682170465117,113.89480620232558,2.9069767441860463,1.5348837209302326,10.686650453093023,17.892325581395347,742.6742019465116
GEMN-0192_PHK76_0005/LH244,66.0,68.04255319148936,227.95574468085107,103.83560283553192,2.8297872340425534,2.3617021276595747,9.459614464936172,16.74255319148936,739.3256089
GEMN-0192_PHK76_0006/LH244,67.79545454545455,69.25,242.85825757499998,112.61492424318182,0.1590909090909091,2.7954545454545454,10.301660151681817,17.41431818181818,748.9752654681819
GEMN-0192_PHK76_0007/LH244,66.71875,68.5,221.97145833125,108.58635416875,1.96875,1.0625,9.8599814195,17.3290625,745.6274681625
GEMN-0192_PHK76_0008/LH244,65.70731707317073,67.70731707317073,222.34146341463415,105.30861788536585,2.2195121951219514,0.7317073170731707,10.561238489365854,18.175121951219513,753.492788690244
GEMN-0192_PHK76_0009/LH244,64.75,66.9,215.0512500025,95.11599999925001,0.15,2.225,8.93170816015,17.51575,746.0988460175
GEMN-0192_PHK76_0010/LH244,66.53333333333333,68.53333333333333,244.0216296311111,117.0301481488889,0.7111111111111111,1.8888888888888888,11.047114045844443,16.874444444444446,735.7979019422221
GEMN-0192_PHK76_0011/LH244,65.85,67.05,228.95733333500002,97.65166666500001,0.15,1.8,9.86257934585,17.93925,749.0533704575
GEMN-0192_PHK76_0012/LH244,66.95833333333333,69.0625,240.49291666666667,105.18312500208333,3.6875,1.3958333333333333,10.092779879270834,17.903958333333332,735.1582490041666
GEMN-0192_PHK76_0013/LH244,66.06666666666666,68.28888888888889,237.82370370444445,106.62592592666667,0.4,2.1333333333333333,9.573047126533334,17.411555555555555,751.8688603911111
GEMN-0192_PHK76_0014/LH244,66.0952380952381,68.26190476190476,227.99206349285717,101.90301587380952,2.357142857142857,4.333333333333333,9.307930199428572,17.555714285714288,738.8572045476191
GEMN-0192_PHK76_0015/LH244,67.31818181818181,68.43181818181819,237.386742425,110.5689393909091,5.386363636363637,1.2954545454545454,10.290502457818182,17.67068181818182,737.8878984295454
GEMN-0192_PHK76_0016/LH244,68.36363636363636,70.5909090909091,244.7178030318182,108.41977272727273,2.727272727272727,1.0,10.585950623681818,19.082727272727272,710.5396893204545
GEMN-0192_PHK76_0017/LH244,67.0952380952381,69.52380952380952,213.89714285714285,93.26285714142857,0.38095238095238093,0.42857142857142855,9.808817011190476,18.526666666666667,751.1267383857142
GEMN-0192_PHK76_0018/LH244,65.0,66.11111111111111,211.2411111111111,87.57370370333334,0.1111111111111111,1.4444444444444444,9.177263009555555,19.91111111111111,756.4399781555555
GEMN-0192_PHK76_0019/LH244,66.93023255813954,69.02325581395348,241.97992248372094,114.10217054418605,5.4186046511627906,2.604651162790698,10.46789755144186,17.676511627906976,737.3977575837209
GEMN-0192_PHK76_0021/LH244,67.12820512820512,68.71794871794872,238.15247863333332,114.54222222051281,4.6923076923076925,5.358974358974359,10.249117887461539,17.654615384615383,727.4258730846154
GEMN-0192_PHK76_0025/LH244,67.3076923076923,68.97435897435898,235.62017094102563,109.63222222307692,0.9743589743589743,3.717948717948718,10.491654433282052,18.658461538461538,738.5415803615384
GEMN-0192_PHK76_0027/LH244,66.72,68.72,225.567466664,109.206933336,2.68,1.16,11.13520061636,18.1,742.50976718
GEMN-0192_PHK76_0028/LH244,67.4,69.475,243.954166665,115.3165833325,3.575,3.525,10.254249389675,18.15275,742.9005508625
GEMN-0192_PHK76_0030/LH244,67.57142857142857,68.4047619047619,244.2523015857143,120.46888888809524,1.4285714285714286,1.880952380952381,10.298109272690477,18.343809523809526,744.1667212452381
GEMN-0192_PHK76_0032/LH244,65.95348837209302,68.09302325581395,228.54341085348835,108.30573643488373,0.8837209302325582,1.3953488372093024,11.17660049644186,18.758372093023254,731.6260431139534
GEMN-0192_PHK76_0033/LH244,66.575,68.95,240.11633333499998,103.88741666749999,1.55,0.425,10.854537710799999,18.2355,743.7812164825
GEMN-0192_PHK76_0035/LH244,66.21428571428571,68.69047619047619,216.9656349190476,97.53722222309523,0.6190476190476191,4.190476190476191,8.847254690380952,17.52357142857143,743.1145781
GEMN-0192_PHK76_0036/LH244,64.81818181818181,66.70454545454545,213.93742424090908,97.26159090909091,0.09090909090909091,1.2045454545454546,9.8381896175,17.424772727272728,750.285645715909
GEMN-0192_PHK76_0037/LH244,67.11111111111111,70.05555555555556,218.9729629611111,98.77666666666667,1.1111111111111112,0.2777777777777778,9.147372851166667,17.93722222222222,744.0574244666667
GEMN-0192_PHK76_0041/LH244,67.20833333333333,69.08333333333333,227.391527775,107.92402777916668,2.625,1.0,10.445320014333333,17.902916666666666,721.5761101749999
GEMN-0192_PHK76_0044/LH244,66.1891891891892,68.1891891891892,241.06234234324324,112.91054054054052,3.4324324324324325,1.4324324324324325,10.482274455594593,18.364324324324325,729.5091176324324
GEMN-0192_PHK76_0045/LH244,67.34375,69.03125,241.677916665625,107.68083333125,1.1875,0.625,9.5435831719375,17.5603125,748.29964723125
GEMN-0192_PHN46_0001/LH244,67.17391304347827,69.65217391304348,223.06811593913042,98.70449275652173,3.0,0.7391304347826086,10.138686852043477,18.1,728.138160373913
GEMN-0192_PHN46_0002/LH244,68.1951219512195,69.97560975609755,219.71682926829266,106.17170731707317,0.5609756097560976,1.4878048780487805,9.723648381536586,19.211951219512198,735.5910294926829
GEMN-0192_PHN46_0003/LH244,69.02564102564102,71.48717948717949,243.47615384871796,112.54333333333332,2.7948717948717947,1.7692307692307692,11.079104857743589,19.035128205128206,699.8568405897436
GEMN-0192_PHN46_0004/LH244,68.04761904761905,70.28571428571429,237.88388888571427,113.18460317380952,3.7857142857142856,4.5,10.357052056142857,17.272857142857145,725.8781452595238
GEMN-0192_PHN46_0005/LH244,67.53488372093024,69.55813953488372,243.61007751860467,117.70689922558141,2.0232558139534884,0.5581395348837209,9.745661202558141,18.09674418604651,752.8413204511628
GEMN-0192_PHN46_0006/LH244,67.74418604651163,69.5813953488372,236.10046511627905,106.01806201558139,0.2558139534883721,1.6511627906976745,10.117890648093022,18.15906976744186,730.8100412139535
GEMN-0192_PHN46_0007/LH244,68.16666666666667,69.16666666666667,236.58333333333334,113.16666666666667,2.3333333333333335,4.333333333333333,11.506472869333335,19.433333333333334,713.7442122166667
GEMN-0192_PHN46_0008/LH244,66.69047619047619,67.61904761904762,229.46960317380953,106.2387301595238,0.8095238095238095,0.8095238095238095,10.213534105738095,17.326428571428572,745.7951245333334
GEMN-0192_PHN46_0009/LH244,68.24137931034483,70.48275862068965,231.36402298965518,114.26011494137931,0.27586206896551724,1.8620689655172413,10.177146375310345,16.61344827586207,734.4560336655172
GEMN-0192_PHN46_0010/LH244,65.69767441860465,67.34883720930233,236.94992248139533,102.48139534883721,1.2325581395348837,1.9069767441860466,9.56047471927907,16.8546511627907,743.5436038186047
GEMN-0192_PHN46_0011/LH244,69.3030303030303,71.81818181818181,238.84353535151516,107.50494949393939,0.9696969696969697,0.9090909090909091,9.341575403,17.49,707.1904336484848
GEMN-0192_PHN46_0012/LH244,67.875,69.3125,218.1878125,96.6370833334375,0.0625,0.375,9.755677102249999,17.7928125,730.596457696875
GEMN-0192_PHN46_0014/LH244,68.21951219512195,69.46341463414635,241.7977235780488,112.89959349512196,3.097560975609756,3.1951219512195124,9.849044324317072,16.511219512195122,722.980309097561
GEMN-0192_PHN46_0015/LH244,68.26666666666667,70.42222222222222,236.32822222222222,108.87992592666667,2.1777777777777776,1.2444444444444445,8.925251077911112,17.716444444444445,743.8724539488888
GEMN-0192_PHN46_0017/LH244,70.25925925925925,72.5925925925926,234.96925925925927,114.22839505925926,3.2962962962962963,0.4074074074074074,11.032734217592592,18.753333333333334,721.3622382037037
GEMN-0192_PHN46_0018/LH244,67.07692307692308,68.84615384615384,234.71205128076923,106.7126923076923,2.8461538461538463,0.2692307692307692,9.91124632776923,18.509999999999998,722.3745531884615
GEMN-0192_PHN46_0019/LH244,67.35714285714286,68.5,226.59523809285716,106.46428571428571,6.714285714285714,2.0714285714285716,11.206299145214286,17.96357142857143,724.8962887
GEMN-0192_PHN46_0020/LH244,69.25,71.2,226.766833335,103.258333335,0.8,0.6,11.72083304145,19.3045,704.5563305100001
GEMN-0192_PHN46_0021/LH244,69.6,70.2,235.03400000000002,111.934,0.0,0.2,11.7608152058,18.66,721.59604214
GEMN-0192_PHN46_0025/LH244,67.78260869565217,69.82608695652173,228.35159420217389,109.63528985652174,1.565217391304348,1.326086956521739,9.511922726086956,18.308913043478263,739.5510706152174
GEMN-0192_PHP02_0001/LH244,67.08888888888889,69.84444444444445,235.32274074222224,103.78414814888889,2.3777777777777778,4.644444444444445,8.94035623611111,16.57177777777778,724.9757918155556
GEMN-0192_PHP02_0003/LH244,66.5,68.80952380952381,231.63325396904762,107.35952380952382,4.0476190476190474,1.6904761904761905,10.516594554642857,18.335476190476193,732.07056325
GEMN-0207/LH244,81.66666666666667,82.66666666666667,253.0,139.83333333333334,0.3333333333333333,0.0,7.579986600666667,29.233333333333334,684.7825444666665
GEMN-0225/LH244,70.8974358974359,73.1025641025641,257.7972649589744,127.55136752051283,4.897435897435898,0.4358974358974359,11.570689003205128,21.356923076923074,703.7919676102564
GEMN-0225_LH212HT_0002/LH244,69.51219512195122,71.3170731707317,251.28536585365856,121.9091869902439,4.2682926829268295,0.8536585365853658,11.281944988585366,19.489268292682926,731.254831892683
GEMN-0225_LH212HT_0003/LH244,70.15,71.8,238.67516667,117.70833333,3.2,1.2,11.9920427695,19.485999999999997,738.89590183
GEMN-0225_LH212HT_0005/LH244,69.52631578947368,70.84210526315789,239.2741228078947,113.07763157894736,6.2631578947368425,0.47368421052631576,11.137878343736842,19.27578947368421,716.3979720842104
GEMN-0225_LH212HT_0006/LH244,71.08823529411765,73.82352941176471,255.98049019411766,123.04921568529413,5.029411764705882,0.8823529411764706,11.743999216382353,21.434117647058823,701.954544785294
GEMN-0225_LH212HT_0008/LH244,69.2127659574468,71.19148936170212,258.54893617021276,123.3297872361702,2.9361702127659575,0.8723404255319149,11.281418356489361,19.375744680851064,728.3492421297873
GEMN-0225_LH212HT_0009/LH244,69.17647058823529,70.58823529411765,238.01764705882354,117.56588235294117,2.5294117647058822,1.411764705882353,11.178422206352941,18.421764705882353,727.3866217352942
GEMN-0225_LH212HT_0015/LH244,69.3695652173913,71.43478260869566,251.8192029,115.89398550652174,3.391304347826087,0.7608695652173914,11.465312492999999,19.261739130434783,720.488558973913
GEMN-0225_LH212HT_0017/LH244,69.94871794871794,71.61538461538461,259.85222222051283,129.8037606820513,1.3076923076923077,1.7692307692307692,11.736313232846154,20.52307692307692,717.3669855307693
GEMN-0225_LH212HT_0021/LH244,69.63636363636364,71.18181818181819,241.97181818181818,107.18575757272728,6.909090909090909,0.2727272727272727,11.329976577090909,20.12727272727273,719.6535625909091
GEMN-0225_LH212HT_0022/LH244,67.27272727272727,67.72727272727273,242.92393939090908,120.01515151818181,4.818181818181818,0.5454545454545454,11.47495937390909,18.363636363636363,728.3128087181818
GEMN-0225_LH212HT_0023/LH244,70.2,71.4,259.7375,133.332166665,0.35,1.4,12.0645395399,18.759999999999998,721.55019137
GEMN-0225_LH212HT_0024/LH244,71.28205128205128,73.41025641025641,256.3348717948718,121.21333333333332,2.717948717948718,0.7948717948717948,10.837989279102564,20.82076923076923,719.6725483794872
GEMN-0225_LH212HT_0025/LH244,68.78260869565217,71.0,228.27405796956523,101.63521739130435,1.565217391304348,0.4782608695652174,11.74049038873913,19.041304347826088,723.0157375956522
GEMN-0225_LH212HT_0028/LH244,68.6,70.26666666666667,236.17933333333335,118.78466666666667,2.933333333333333,0.6,11.125254659533335,18.42,747.33974682
GEMN-0225_LH212HT_0029/LH244,69.325,70.225,248.09716666499997,121.66300000000001,2.55,1.225,12.1324682039,19.56675,718.8780675400001
GEMN-0225_LH212HT_0033/LH244,68.30434782608695,70.47826086956522,224.8657971,102.73304347826088,2.9130434782608696,0.5217391304347826,10.897947752304347,19.663478260869564,724.5485342695652
GEMN-0225_LH212HT_0036/LH244,67.5,69.57142857142857,239.73535714285714,111.02607142857143,3.5,0.9285714285714286,11.139467026964285,18.479285714285712,728.4089296821429
GEMN-0225_LH212HT_0038/LH244,67.63636363636364,69.72727272727273,228.03,106.51575757272727,3.0,0.2727272727272727,12.237993294454547,20.225454545454543,693.3130720454545
GEMN-0225_LH212HT_0040/LH244,68.66666666666667,70.29629629629629,230.6734567888889,102.18506172962962,1.0,0.2962962962962963,11.464411337814814,19.540000000000003,712.9979732555555
GEMN-0225_LH212HT_0043/LH244,69.73170731707317,71.07317073170732,248.7369105682927,128.03121951219512,2.097560975609756,2.4146341463414633,11.68590978795122,20.107073170731706,712.1247069341464
GEMN-0225_PHJ89_0001/LH244,67.90697674418605,69.81395348837209,272.1968992255814,119.17093023255815,6.0,0.46511627906976744,11.685243119348836,18.25813953488372,737.3134078697674
GEMN-0225_PHJ89_0002/LH244,70.24137931034483,72.3103448275862,244.3859770137931,114.79793103448276,1.3103448275862069,0.4482758620689655,11.512601070413794,19.398965517241376,730.7563593172414
GEMN-0225_PHJ89_0003/LH244,67.4186046511628,69.44186046511628,254.69139534651165,108.08790697674418,1.8604651162790697,0.8604651162790697,10.592121707558139,16.89093023255814,744.6505808651162
GEMN-0225_PHJ89_0004/LH244,68.4186046511628,70.11627906976744,251.85108526976745,112.25666666511628,4.372093023255814,1.627906976744186,10.582012530186047,17.366976744186047,728.4318399488373
GEMN-0225_PHJ89_0005/LH244,68.68888888888888,70.53333333333333,253.9,115.71474074,0.5555555555555556,2.6666666666666665,10.870560155866666,18.246666666666666,739.3102742044445
GEMN-0225_PHJ89_0006/LH244,68.0,69.05,239.4632499975,116.31949999999999,4.0,3.25,10.851080832300001,18.909,721.6512177575
GEMN-0225_PHJ89_0007/LH244,66.75,69.0,242.125,109.375,1.25,2.75,10.693646237,20.2,716.9621752749999
GEMN-0225_PHJ89_0008/LH244,67.72222222222223,68.94444444444444,238.31185185555555,107.42185185277778,0.6388888888888888,1.75,10.263844301555556,18.40222222222222,716.8383283
GEMN-0225_PHJ89_0009/LH244,69.14634146341463,71.1219512195122,257.4760975634146,123.38861788536586,4.804878048780488,0.8780487804878049,11.93062211890244,19.58829268292683,718.9542952243903
GEMN-0225_PHJ89_0013/LH244,69.12820512820512,71.51282051282051,263.192649574359,130.0114529897436,3.0256410256410255,0.7435897435897436,12.806034833282052,18.943589743589744,720.7283829589744
GEMN-0225_PHJ89_0014/LH244,70.54545454545455,72.63636363636364,225.69727272727275,106.56090909090909,1.2727272727272727,0.6363636363636364,11.648261502818183,22.272727272727273,715.0899058636364
GEMN-0225_PHJ89_0015/LH244,69.87096774193549,72.25806451612904,237.0365591419355,108.24258064516128,1.096774193548387,0.5806451612903226,10.941751032741935,20.026451612903227,720.2169095967741
GEMN-0225_PHJ89_0016/LH244,68.625,69.875,253.30075000000002,126.2671666675,5.35,2.025,11.3356073274,17.545250000000003,713.1684677725
GEMN-0225_PHJ89_0017/LH244,67.13157894736842,69.26315789473684,247.58640350789474,113.64070175526317,6.0,0.9210526315789473,10.847763130421052,17.785,730.7345650342106
GEMN-0225_PHJ89_0018/LH244,69.38461538461539,71.34615384615384,250.3952564076923,115.32397436153846,4.730769230769231,0.8461538461538461,12.696233312346154,17.89923076923077,714.4618245576924
GEMN-0225_PHJ89_0019/LH244,69.9090909090909,70.54545454545455,242.45393939090908,119.31575757272726,1.0909090909090908,1.8181818181818181,10.353569269272727,20.054545454545455,723.3981014636364
GEMN-0225_PHJ89_0020/LH244,69.0,70.82222222222222,256.16585185111114,113.57118518666667,1.8,0.8222222222222222,10.823530299866666,17.33711111111111,739.8156382711111
GEMN-0225_PHJ89_0021/LH244,67.8913043478261,70.97826086956522,250.80079710217393,107.30992753695652,0.8913043478260869,0.43478260869565216,11.082467620586955,18.83891304347826,718.9097425239131
GEMN-0225_PHJ89_0022/LH244,68.04651162790698,70.20930232558139,245.21286821627908,111.0968992255814,1.4651162790697674,4.558139534883721,11.033880262209303,19.365116279069767,713.0313585627907
GEMN-0225_PHJ89_0025/LH244,67.77777777777777,69.0,235.1848148111111,106.25888888888889,0.5555555555555556,2.111111111111111,10.562245907888888,20.29888888888889,705.9638925777778
GEMN-0225_PHJ89_0026/LH244,68.84615384615384,71.15384615384616,247.61470085384616,120.9031623948718,5.564102564102564,2.128205128205128,10.62648779848718,19.707435897435897,708.4911561384615
GEMN-0225_PHJ89_0027/LH244,68.25,69.41666666666667,233.5975,107.430277775,0.4166666666666667,0.6666666666666666,10.852391993833335,19.489166666666666,712.3926677083333
GEMN-0225_PHJ89_0032/LH244,69.1951219512195,70.36585365853658,239.0568292682927,114.8979674804878,2.6341463414634148,0.5121951219512195,10.725544896512195,18.976341463414634,730.7996997463415
GEMN-0225_PHK76_0001/LH244,68.875,70.4375,241.12854166875002,106.89520833125,0.375,4.125,12.5096801676875,20.84375,721.06507823125
GEMN-0225_PHK76_0002/LH244,69.15384615384616,70.76923076923077,234.06675213589742,109.97717948461538,0.38461538461538464,0.6666666666666666,10.60304490351282,18.530512820512822,742.7070268076924
GEMN-0225_PHK76_0003/LH244,67.82857142857142,69.6,242.37390476000002,107.79104762,0.5428571428571428,1.3714285714285714,10.001416759285714,18.359428571428573,746.7692463257143
GEMN-0225_PHK76_0004/LH244,70.07142857142857,71.5,255.00063492142857,124.22579364999999,2.9047619047619047,2.5952380952380953,11.570608391142859,19.26595238095238,726.2882718690477
GEMN-0225_PHK76_0005/LH244,68.63333333333334,70.33333333333333,239.01711111,111.66144444333332,0.2,1.9666666666666666,10.6934209325,18.303333333333335,729.2488524500001
GEMN-0225_PHK76_0007/LH244,68.37777777777778,70.2,244.4811111088889,108.69125926222223,2.088888888888889,0.28888888888888886,10.912696628511112,19.741777777777777,738.16744908
GEMN-0225_PHK76_0008/LH244,68.13793103448276,69.3103448275862,237.87344827586207,114.07804597931035,0.896551724137931,1.4482758620689655,10.340437657275862,18.56344827586207,738.1235705689654
GEMN-0225_PHK76_0010/LH244,68.54545454545455,71.31818181818181,248.05287878636364,111.7990909090909,4.0,0.5909090909090909,11.415110051954546,19.665,739.4918802000001
GEMN-0225_PHK76_0012/LH244,69.16279069767442,70.37209302325581,248.14186046511628,119.56317829534883,0.32558139534883723,3.116279069767442,11.591824827790697,19.334651162790696,721.1303372069767
GEMN-0225_PHK76_0013/LH244,68.30555555555556,69.97222222222223,241.884722225,117.48481481388889,1.8611111111111112,0.6111111111111112,10.806350020472221,20.63,741.4002562222222
GEMN-0225_PHK76_0014/LH244,68.7,70.375,252.66850000250002,122.74333333500002,3.825,1.1,11.424519268375,19.7125,750.765823785
GEMN-0225_PHK76_0018/LH244,67.06976744186046,68.27906976744185,233.67844961162788,113.70713178372093,1.8372093023255813,1.3255813953488371,10.698977883860465,17.446976744186045,728.2853324534883
GEMN-0225_PHK76_0019/LH244,67.66666666666667,69.26190476190476,230.12071428571429,111.92984126904763,0.7142857142857143,1.2142857142857142,11.224317738809523,17.407857142857143,725.1154404285714
GEMN-0225_PHK76_0021/LH244,69.54838709677419,70.74193548387096,232.05397849354839,113.01623655806452,0.45161290322580644,0.7741935483870968,9.85447674503226,19.30064516129032,718.380410132258
GEMN-0225_PHK76_0022/LH244,68.73529411764706,70.58823529411765,252.00196078529413,121.05264705882352,0.9411764705882353,2.411764705882353,11.163827196558824,19.184117647058823,748.5531025411765
GEMN-0225_PHK76_0025/LH244,62.666666666666664,64.33333333333333,227.66666666666666,106.33333333333333,1.6666666666666667,3.0,9.415817707666667,20.5,746.1383738999999
GEMN-0225_PHK76_0027/LH244,70.24,72.44,224.21960000399997,104.396266664,0.44,0.72,10.1477543754,19.1928,722.493088728
GEMN-0225_PHK76_0028/LH244,68.56818181818181,70.52272727272727,248.20689393863634,116.82840909090909,1.3409090909090908,0.5909090909090909,11.043362425886365,19.827727272727273,728.5702418181818
GEMN-0225_PHK76_0031/LH244,66.97777777777777,68.08888888888889,233.07459259333334,106.62237037111112,0.9555555555555556,2.933333333333333,9.562867734533333,17.781777777777776,752.2189571044445
GEMN-0225_PHK76_0032/LH244,69.0,70.61904761904762,232.64253968095238,115.38873015714286,1.2380952380952381,1.1904761904761905,10.67526543052381,19.50857142857143,749.6871241047619
GEMN-0225_PHK76_0039/LH244,68.42857142857143,70.42857142857143,246.88095238571427,131.66619047142856,10.428571428571429,1.7142857142857142,12.19626921157143,19.185714285714287,727.8113079571428
GEMN-0225_PHN46_0001/LH244,70.11904761904762,72.73809523809524,259.94388889047616,132.89388889047618,0.6904761904761905,3.4761904761904763,11.138222411357143,19.087142857142858,709.1264876238095
GEMN-0225_PHN46_0002/LH244,69.75,70.75,256.8325,136.75,8.5,0.0,12.576552641,20.8,707.951878675
GEMN-0225_PHN46_0003/LH244,70.45238095238095,71.80952380952381,246.17785714285714,126.68119047619047,2.2857142857142856,0.6666666666666666,10.79778381154762,20.127857142857142,714.7631679166667
GEMN-0225_PHN46_0004/LH244,69.82758620689656,71.82758620689656,244.0142528724138,116.26724137931035,1.6551724137931034,1.2413793103448276,12.222935243551724,19.957241379310343,716.4531103965517
GEMN-0225_PHN46_0005/LH244,71.51515151515152,72.66666666666667,236.25939393636364,109.85757575757576,2.5454545454545454,0.5151515151515151,11.59719032951515,21.241212121212122,707.0253984424243
GEMN-0225_PHN46_0006/LH244,72.10810810810811,73.16216216216216,256.07279279189186,126.78477477567567,5.72972972972973,0.7837837837837838,11.716897490540541,20.035945945945947,718.1851464648648
GEMN-0225_PHN46_0008/LH244,71.3,73.0,259.14933333,136.35033332999998,9.0,0.4,11.8126323128,19.630000000000003,711.5559973100001
GEMN-0225_PHN46_0009/LH244,68.66666666666667,70.46666666666667,245.022,118.56666666666666,2.6666666666666665,0.7333333333333333,12.269357227533334,19.646666666666665,717.5628617333333
GEMN-0225_PHN46_0014/LH244,66.21428571428571,68.85714285714286,251.08714285714285,123.81071428571428,6.571428571428571,1.5,11.45739330242857,20.457142857142856,710.4479683714286
GEMN-0225_PHN46_0021/LH244,70.21951219512195,72.04878048780488,244.18317072926828,125.22357723658537,0.5121951219512195,0.7317073170731707,12.576625860341466,19.845365853658535,711.3879673829268
GEMN-0225_PHP02_0001/LH244,68.63636363636364,70.72727272727273,264.0787878795455,133.02363636363637,3.75,0.7727272727272727,12.452008288681817,18.817954545454544,729.9987146636363
GEMN-0225_PHP02_0002/LH244,68.33333333333333,69.13888888888889,258.169074075,125.54175925833334,6.305555555555555,3.138888888888889,12.408577081222223,18.685833333333335,730.7083635888889
GEMN-0225_PHP02_0003/LH244,68.15555555555555,70.53333333333333,249.89318518444443,103.77251851933332,1.9555555555555555,1.0222222222222221,10.524393183977777,18.09711111111111,736.4521138377777
GEMN-0225_PHP02_0005/LH244,67.71428571428571,69.25,252.576309525,114.37773809285714,4.464285714285714,1.75,11.694827093642857,17.8125,731.2726015035714
GEMN-0225_PHP02_0006/LH244,67.94117647058823,69.97058823529412,242.4815686264706,100.32872549029412,0.47058823529411764,0.5,10.079480162147059,17.79735294117647,732.3723193588236
GEMN-0225_PHP02_0007/LH244,68.83333333333333,70.91666666666667,253.69416666666666,120.47250000000001,1.9166666666666667,1.1666666666666667,12.942176064,19.341666666666665,712.0279652416666
GEMN-0225_PHP02_0008/LH244,67.16279069767442,68.81395348837209,237.66689922558137,105.16589147209302,1.0232558139534884,1.302325581395349,10.196978622767443,17.76255813953488,739.1752817511629
GEMN-0225_PHP02_0009/LH244,69.02439024390245,70.4390243902439,246.61975609756098,121.3292682902439,2.024390243902439,1.1219512195121952,11.388028345487804,19.22073170731707,712.6528941170732
GEMN-0225_PHP02_0010/LH244,69.67441860465117,71.93023255813954,265.4292248069767,127.9151937976744,2.813953488372093,1.441860465116279,11.022681435046513,18.583953488372092,725.755292488372
GEMN-0225_PHP02_0012/LH244,69.1219512195122,70.95121951219512,248.9291056902439,109.27975609512197,2.317073170731707,0.7317073170731707,11.386834837414634,18.27121951219512,714.4467887000001
GEMN-0225_PHP02_0013/LH244,67.71794871794872,69.7948717948718,253.47205127948715,112.07521367692308,0.717948717948718,1.4102564102564104,11.53946460448718,16.57025641025641,735.6517744589744
GEMN-0225_PHP02_0014/LH244,69.4390243902439,71.73170731707317,266.13869918536585,131.66016260243902,2.6097560975609757,1.4878048780487805,11.951772487487805,18.658536585365855,733.913913602439
GEMN-0225_PHP02_0015/LH244,69.72972972972973,72.27027027027027,259.45594594864866,127.0172972972973,3.0,0.5945945945945946,11.972521126972973,18.161081081081083,723.3574057216216
GEMN-0225_PHP02_0017/LH244,68.57894736842105,69.65789473684211,266.1475438605263,134.48929824736842,4.526315789473684,3.9210526315789473,11.926546485184211,19.588684210526317,732.6340466763157
GEMN-0232/LH244,72.55,74.45,247.5015,130.782333335,0.4,0.85,11.9132603453,23.098,692.366413465
GEMN-0238/LH244,69.77777777777777,71.57777777777778,249.95533333111112,120.07370370444445,1.7555555555555555,1.0666666666666667,10.9757663444,19.958666666666666,715.7310762311112
GEMN-0257/LH244,71.04166666666667,72.91666666666667,245.94652777916667,118.88333333333333,2.3333333333333335,0.75,12.214915626583334,21.68375,701.8454737708333
GEMN-0260/DK3IIH6,78.0,80.0,216.0,130.0,1.0,1.0,10.6928466,16.3,668.0491364
GEMN-0261/DK3IIH6,68.33333333333333,69.33333333333333,218.0,110.66666666666667,1.6666666666666667,2.6666666666666665,8.961433635333334,15.733333333333334,679.2047417666666
GEMN-0262/DK3IIH6,56.0,57.0,210.0,100.0,1.0,5.0,7.105666101,14.5,727.2596572
GEMN-0266/DK3IIH6,85.0,87.0,243.0,148.5,8.0,1.5,8.7437784625,20.5,664.8311733
GEMN-0267/DK3IIH6,69.0,72.0,253.0,125.0,2.0,12.0,10.87952007,17.5,715.6749901
GEMN-0268/DK3IIH6,72.4,74.4,236.4,128.4,8.4,1.8,11.0062129422,17.44,701.0010784
GEMN-0269/DK3IIH6,79.5,80.5,239.0,120.5,2.0,1.0,10.942826905,17.5,723.3981014999999
GEMN-0270/LH244,72.42857142857143,74.14285714285714,256.16857142857145,131.4047619,2.0,1.3571428571428572,10.927943360428571,22.95,686.9832573214286
GEMN-0271/LH244,72.25641025641026,74.56410256410257,267.5519658128205,138.11393162564104,6.051282051282051,1.7692307692307692,11.648878696589744,20.822820512820513,725.2293823615385
GEMN-0287/LH244,72.51219512195122,74.48780487804878,268.5176422756098,130.64731707317074,2.2439024390243905,0.7073170731707317,11.764398739878049,21.619999999999997,694.8148686780488
GEMS-0113/PHZ51,67.0,68.33333333333333,230.88888888888889,109.55555555555556,0.1111111111111111,10.88888888888889,8.22670923111111,15.488888888888889,781.0353958333334
GEMS-0115/PHZ51,64.5,67.0,231.75,113.0,0.0,14.0,10.359009860499999,13.825,734.982768575
GEMS-0142/PHZ51,67.28571428571429,68.14285714285714,250.0,107.28571428571429,0.0,2.0,11.870264627857143,14.071428571428571,758.1521027857143
GEMS-0146/LH82,64.0,65.28571428571429,216.57142857142858,90.57142857142857,0.0,3.4285714285714284,10.082305238571427,14.028571428571428,738.6604406571429
GEMS-0146/PHZ51,70.41666666666667,71.66666666666667,276.6666666666667,134.16666666666666,0.6666666666666666,3.4166666666666665,12.247354219333333,16.041666666666668,757.4012447083334
GEMS-0147/PHZ51,67.75,67.75,259.5,125.5,0.0,5.5,10.598002514,16.125,745.60204675
GEMS-0148/LH82,63.0,64.33333333333333,195.33333333333334,102.33333333333333,0.0,1.0,8.142092941333333,18.433333333333334,752.1452383666666
GEMS-0148/PHZ51,74.77777777777777,75.33333333333333,224.0,117.77777777777777,0.0,3.0,10.416895051000001,20.677777777777777,718.3923811111111
